file name,file size,number of words,% negative,% positive,% uncertainty,% litigious,% strong modal,% weak modal,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
d:\my files_\GIT\Job Applications\Mentorcruise\Tunyi\data\1994\QTR3\19940701_10-K_edgar_data_316236_0000912057-94-002225_1.txt,253348,21174,1.0626239727968263,0.55728723906678,0.7698120336261453,0.6186832908283744,0.11806933031075849,0.11334655709832814,0.6611882497402475,124047,11790,3227,1.8563804666099935,5.557003872674034,1835
d:\my files_\GIT\Job Applications\Mentorcruise\Tunyi\data\1994\QTR3\19940701_10-K_edgar_data_763043_0000950130-94-000953_1.txt,247125,25933,1.619558092006324,0.5475648787259476,0.6786719623645548,2.537307677476574,0.20822889754367022,0.22365326032468283,0.7982107739174025,144659,7845,2513,1.8181082019049088,5.301199244206224,2369
d:\my files_\GIT\Job Applications\Mentorcruise\Tunyi\data\1994\QTR3\19940701_10-K_edgar_data_98537_0000098537-94-000008_1.txt,459531,63782,2.2608259383525136,0.6553573108400489,0.744724216863692,4.377410554701953,0.5691260857295162,0.38568875231256466,0.7995986328431218,345848,10405,3627,1.7621429243360196,5.264604433852811,4174
